Путь;Каталог;Имя файла;Расширение;Размер, байт;Изменён;Разбор;Формат по содержимому;Статус
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.VCT;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.VCT;.vct;154186;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/TRANSFRM.VCX;ARXIV/UDH3/Vfp98/Tools/Transfrm;TRANSFRM.VCX;.vcx;28392;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/FONT2MAC.DBF;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;FONT2MAC.DBF;.dbf;584;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/FONT2WIN.DBF;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;FONT2WIN.DBF;.dbf;584;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/LIB1.VCT;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;LIB1.VCT;.vct;1292;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/LIB1.VCX;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;LIB1.VCX;.vcx;1577;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;MSCREATE.DIR;.dir;0;2004-07-20 18:09:26;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/MYTRNSFM.PRG;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;MYTRNSFM.PRG;.prg;915;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/REDBTTNS.DBF;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;REDBTTNS.DBF;.dbf;584;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/SAMPLE1.PJT;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;SAMPLE1.PJT;.pjt;1908;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/SAMPLE1.PJX;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;SAMPLE1.PJX;.pjx;1713;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/SAMPLE1.SCT;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;SAMPLE1.SCT;.sct;1485;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/SAMPLE1.SCX;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;SAMPLE1.SCX;.scx;1905;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples/ZOOMBOX.DBF;ARXIV/UDH3/Vfp98/Tools/Transfrm/Samples;ZOOMBOX.DBF;.dbf;584;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Tools/XSource/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Tools/XSource;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Tools/XSource/SOLNHLP.ZIP;ARXIV/UDH3/Vfp98/Tools/XSource;SOLNHLP.ZIP;.zip;1932109;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Tools/XSource/XSOURCE.ZIP;ARXIV/UDH3/Vfp98/Tools/XSource;XSOURCE.ZIP;.zip;3338100;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPBLDR.H;ARXIV/UDH3/Vfp98/Wizards;APPBLDR.H;.h;7754;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPBLDR.SCT;ARXIV/UDH3/Vfp98/Wizards;APPBLDR.SCT;.sct;109981;1998-06-15 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPBLDR.SCX;ARXIV/UDH3/Vfp98/Wizards;APPBLDR.SCX;.scx;9753;1998-06-15 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPHOOK.VCT;ARXIV/UDH3/Vfp98/Wizards;APPHOOK.VCT;.vct;28554;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPHOOK.VCX;ARXIV/UDH3/Vfp98/Wizards;APPHOOK.VCX;.vcx;2449;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.DBF;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.DBF;.dbf;1352;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.FPT;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.FPT;.fpt;18368;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.H;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.H;.h;21;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.MNT;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.MNT;.mnt;6369;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.MNX;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.MNX;.mnx;4975;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.PJT;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.PJT;.pjt;3597;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.PJX;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.PJX;.pjx;1452;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.PRG;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.PRG;.prg;2075;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.SCT;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.SCT;.sct;5030;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.SCX;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.SCX;.scx;1905;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.TXT;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.TXT;.txt;3007;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.VCT;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.VCT;.vct;28331;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/APPWIZ.VCX;ARXIV/UDH3/Vfp98/Wizards;APPWIZ.VCX;.vcx;4629;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDEDH.FRT;ARXIV/UDH3/Vfp98/Wizards;BANDEDH.FRT;.frt;3135;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDEDH.FRX;ARXIV/UDH3/Vfp98/Wizards;BANDEDH.FRX;.frx;10254;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDEDM.FRT;ARXIV/UDH3/Vfp98/Wizards;BANDEDM.FRT;.frt;3465;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDEDM.FRX;ARXIV/UDH3/Vfp98/Wizards;BANDEDM.FRX;.frx;10712;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDEDV.FRT;ARXIV/UDH3/Vfp98/Wizards;BANDEDV.FRT;.frt;3036;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDEDV.FRX;ARXIV/UDH3/Vfp98/Wizards;BANDEDV.FRX;.frx;9109;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDRPT.BMP;ARXIV/UDH3/Vfp98/Wizards;BANDRPT.BMP;.bmp;9046;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BANDRPT.MSK;ARXIV/UDH3/Vfp98/Wizards;BANDRPT.MSK;.msk;2542;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.DBF;ARXIV/UDH3/Vfp98/Wizards;BLDSTRUC.DBF;.dbf;7755;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/BLDSTRUC.FPT;ARXIV/UDH3/Vfp98/Wizards;BLDSTRUC.FPT;.fpt;512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDER.DBF;ARXIV/UDH3/Vfp98/Wizards;BUILDER.DBF;.dbf;1543;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDER.FPT;ARXIV/UDH3/Vfp98/Wizards;BUILDER.FPT;.fpt;4288;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDER2.VCT;ARXIV/UDH3/Vfp98/Wizards;BUILDER2.VCT;.vct;13333;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDER2.VCX;ARXIV/UDH3/Vfp98/Wizards;BUILDER2.VCX;.vcx;2449;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.CDX;ARXIV/UDH3/Vfp98/Wizards;BUILDERD.CDX;.cdx;5632;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.DBF;ARXIV/UDH3/Vfp98/Wizards;BUILDERD.DBF;.dbf;15069;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.FPT;ARXIV/UDH3/Vfp98/Wizards;BUILDERD.FPT;.fpt;17536;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.H;ARXIV/UDH3/Vfp98/Wizards;BUILDERD.H;.h;180;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.VCT;ARXIV/UDH3/Vfp98/Wizards;BUILDERD.VCT;.vct;103526;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/BUILDERD.VCX;ARXIV/UDH3/Vfp98/Wizards;BUILDERD.VCX;.vcx;6373;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASLRPT.BMP;ARXIV/UDH3/Vfp98/Wizards;CASLRPT.BMP;.bmp;9046;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASLRPT.MSK;ARXIV/UDH3/Vfp98/Wizards;CASLRPT.MSK;.msk;2542;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASUALH.FRT;ARXIV/UDH3/Vfp98/Wizards;CASUALH.FRT;.frt;2475;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASUALH.FRX;ARXIV/UDH3/Vfp98/Wizards;CASUALH.FRX;.frx;9109;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASUALM.FRT;ARXIV/UDH3/Vfp98/Wizards;CASUALM.FRT;.frt;2640;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASUALM.FRX;ARXIV/UDH3/Vfp98/Wizards;CASUALM.FRX;.frx;9338;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASUALV.FRT;ARXIV/UDH3/Vfp98/Wizards;CASUALV.FRT;.frt;2244;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CASUALV.FRX;ARXIV/UDH3/Vfp98/Wizards;CASUALV.FRX;.frx;7964;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/CMDBLDR.APP;ARXIV/UDH3/Vfp98/Wizards;CMDBLDR.APP;.app;156152;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/EDITBLDR.APP;ARXIV/UDH3/Vfp98/Wizards;EDITBLDR.APP;.app;169544;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FD3.FLL;ARXIV/UDH3/Vfp98/Wizards;FD3.FLL;.fll;43520;1998-06-08 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FDKEYWRD.CDX;ARXIV/UDH3/Vfp98/Wizards;FDKEYWRD.CDX;.cdx;20992;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FDKEYWRD.DBF;ARXIV/UDH3/Vfp98/Wizards;FDKEYWRD.DBF;.dbf;55146;1998-05-24 19:00:00;DBF;dBase III / FoxPro без memo;ok
ARXIV/UDH3/Vfp98/Wizards/FIXWIZ.PRG;ARXIV/UDH3/Vfp98/Wizards;FIXWIZ.PRG;.prg;3265;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FORMBLDR.APP;ARXIV/UDH3/Vfp98/Wizards;FORMBLDR.APP;.app;461974;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FOXQSTRT.BMP;ARXIV/UDH3/Vfp98/Wizards;FOXQSTRT.BMP;.bmp;1743;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FPSKCO32.DLL;ARXIV/UDH3/Vfp98/Wizards;FPSKCO32.DLL;.dll;62464;1998-06-08 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.DBF;ARXIV/UDH3/Vfp98/Wizards;FRMSTYL2.DBF;.dbf;2059;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/FRMSTYL2.FPT;ARXIV/UDH3/Vfp98/Wizards;FRMSTYL2.FPT;.fpt;1984;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/GRIDBLDR.APP;ARXIV/UDH3/Vfp98/Wizards;GRIDBLDR.APP;.app;301024;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/LISTBLDR.APP;ARXIV/UDH3/Vfp98/Wizards;LISTBLDR.APP;.app;251073;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/RIBUILDR.APP;ARXIV/UDH3/Vfp98/Wizards;RIBUILDR.APP;.app;52194;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.DBF;ARXIV/UDH3/Vfp98/Wizards;RPTSTYLE.DBF;.dbf;611;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/RPTSTYLE.FPT;ARXIV/UDH3/Vfp98/Wizards;RPTSTYLE.FPT;.fpt;1280;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/STYLBLDR.APP;ARXIV/UDH3/Vfp98/Wizards;STYLBLDR.APP;.app;139511;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/VFPCAB.DLL;ARXIV/UDH3/Vfp98/Wizards;VFPCAB.DLL;.dll;91648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZARD.DBF;ARXIV/UDH3/Vfp98/Wizards;WIZARD.DBF;.dbf;3343;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/WIZARD.FLL;ARXIV/UDH3/Vfp98/Wizards;WIZARD.FLL;.fll;18944;1998-06-08 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZARD.FPT;ARXIV/UDH3/Vfp98/Wizards;WIZARD.FPT;.fpt;8000;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZBASE.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZBASE.VCT;.vct;19392;1998-05-31 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZBASE.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZBASE.VCX;.vcx;2013;1998-05-31 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZBOX.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZBOX.VCT;.vct;11520;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZBOX.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZBOX.VCX;.vcx;3757;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZBTNS.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZBTNS.VCT;.vct;162688;1998-05-31 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZBTNS.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZBTNS.VCX;.vcx;9752;1998-05-31 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZCHSL.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZCHSL.VCT;.vct;5786;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZCHSL.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZCHSL.VCX;.vcx;3539;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZCOLOR.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZCOLOR.VCT;.vct;10496;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZCOLOR.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZCOLOR.VCX;.vcx;3648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZEMBSS.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZEMBSS.VCT;.vct;4379;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZEMBSS.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZEMBSS.VCX;.vcx;3103;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZFANCY.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZFANCY.VCT;.vct;4758;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZFANCY.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZFANCY.VCX;.vcx;3648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZFLAX.BMP;ARXIV/UDH3/Vfp98/Wizards;WIZFLAX.BMP;.bmp;9094;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZFLAX.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZFLAX.VCT;.vct;10880;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZFLAX.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZFLAX.VCX;.vcx;3648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSHDOW.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZSHDOW.VCT;.vct;10816;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSHDOW.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZSHDOW.VCX;.vcx;3648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTND.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZSTND.VCT;.vct;3561;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTND.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZSTND.VCX;.vcx;2558;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTONE.BMP;ARXIV/UDH3/Vfp98/Wizards;WIZSTONE.BMP;.bmp;13354;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTONE.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZSTONE.VCT;.vct;8768;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTONE.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZSTONE.VCX;.vcx;3103;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTYLE.VCT;ARXIV/UDH3/Vfp98/Wizards;WIZSTYLE.VCT;.vct;201856;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WIZSTYLE.VCX;ARXIV/UDH3/Vfp98/Wizards;WIZSTYLE.VCX;.vcx;21960;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZAPP.APP;ARXIV/UDH3/Vfp98/Wizards;WZAPP.APP;.app;269841;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZDBC.APP;ARXIV/UDH3/Vfp98/Wizards;WZDBC.APP;.app;305002;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZFORM.APP;ARXIV/UDH3/Vfp98/Wizards;WZFORM.APP;.app;540467;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZFOXDOC.APP;ARXIV/UDH3/Vfp98/Wizards;WZFOXDOC.APP;.app;312705;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZGRAPH.APP;ARXIV/UDH3/Vfp98/Wizards;WZGRAPH.APP;.app;410512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZIMPORT.APP;ARXIV/UDH3/Vfp98/Wizards;WZIMPORT.APP;.app;396962;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZMAIL.APP;ARXIV/UDH3/Vfp98/Wizards;WZMAIL.APP;.app;334503;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZPIVOT.APP;ARXIV/UDH3/Vfp98/Wizards;WZPIVOT.APP;.app;352838;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZQUERY.APP;ARXIV/UDH3/Vfp98/Wizards;WZQUERY.APP;.app;431880;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZREPORT.APP;ARXIV/UDH3/Vfp98/Wizards;WZREPORT.APP;.app;852621;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZSETUP.APP;ARXIV/UDH3/Vfp98/Wizards;WZSETUP.APP;.app;591039;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZTABLE.APP;ARXIV/UDH3/Vfp98/Wizards;WZTABLE.APP;.app;446823;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZUPSIZE.APP;ARXIV/UDH3/Vfp98/Wizards;WZUPSIZE.APP;.app;839752;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/WZWEB.APP;ARXIV/UDH3/Vfp98/Wizards;WZWEB.APP;.app;558527;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.DBF;ARXIV/UDH3/Vfp98/Wizards;_FRAMEWK.DBF;.dbf;915;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.FPT;ARXIV/UDH3/Vfp98/Wizards;_FRAMEWK.FPT;.fpt;81344;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.H;ARXIV/UDH3/Vfp98/Wizards;_FRAMEWK.H;.h;7963;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.VCT;ARXIV/UDH3/Vfp98/Wizards;_FRAMEWK.VCT;.vct;316675;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/_FRAMEWK.VCX;ARXIV/UDH3/Vfp98/Wizards;_FRAMEWK.VCX;.vcx;12804;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BOTTOM.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;BOTTOM.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BOTTOM.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;BOTTOM.MSK;.msk;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BROWSE.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;BROWSE.BMP;.bmp;358;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BROWSE.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;BROWSE.MSK;.msk;358;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BROWSER.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;BROWSER.BMP;.bmp;238;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BROWSER.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;BROWSER.MSK;.msk;190;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BUILDER.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;BUILDER.BMP;.bmp;630;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BUILDER.ICO;ARXIV/UDH3/Vfp98/Wizards/Graphics;BUILDER.ICO;.ico;766;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/BUILDER.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;BUILDER.MSK;.msk;190;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/COPY.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;COPY.BMP;.bmp;1318;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/COPY.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;COPY.MSK;.msk;1318;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/CUT.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;CUT.BMP;.bmp;1318;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/CUT.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;CUT.MSK;.msk;1318;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/DATAWIZ.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;DATAWIZ.BMP;.bmp;2102;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/DATAWIZ.MSK;ARXIV/UDH3/Vfp98/Wizards/Graphics;DATAWIZ.MSK;.msk;190;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Graphics/FILTER.BMP;ARXIV/UDH3/Vfp98/Wizards/Graphics;FILTER.BMP;.bmp;238;1998-05-24 19:00:00;;;ok
